일련번호,시간,하중,변위,테이블,강도,변형율
,[sec],[kN],[mm],[mm],[kN/mm²],[%]
1,0.000,0.0000,0.000000,0.001900,0.0000,0.000000
2,0.011,0.0000,0.002300,0.002300,0.0000,0.001540
3,0.027,0.0000,0.002700,0.002700,0.0000,0.001808
4,0.044,0.0000,0.003000,0.003000,0.0000,0.002009
5,0.061,0.0000,0.003400,0.003400,0.0000,0.002277
6,0.076,0.0000,0.003800,0.003800,0.0000,0.002545
7,0.092,0.0000,0.004200,0.004200,0.0000,0.002812
8,0.108,0.0000,0.004600,0.004600,0.0000,0.003080
9,0.124,0.0000,0.005000,0.005000,0.0000,0.003348
10,0.140,0.0000,0.005400,0.005400,0.0000,0.003616
11,0.156,0.0000,0.005800,0.005800,0.0000,0.003884
12,0.172,0.0000,0.006200,0.006200,0.0000,0.004152
13,0.188,0.0000,0.006600,0.006600,0.0000,0.004420
14,0.204,0.0000,0.007000,0.007000,0.0000,0.004688
15,0.220,0.0000,0.007400,0.007400,0.0000,0.004955
16,0.236,0.0000,0.007800,0.007800,0.0000,0.005223
17,0.252,0.0000,0.008200,0.008200,0.0000,0.005491
18,0.267,0.0000,0.008600,0.008600,0.0000,0.005759
19,0.284,0.0000,0.009000,0.009000,0.0000,0.006027
20,0.300,0.0000,0.009400,0.009400,0.0000,0.006295
21,0.316,0.0000,0.009800,0.009800,0.0000,0.006563
22,0.332,0.0000,0.010200,0.010200,0.0000,0.006830
23,0.349,0.0000,0.010600,0.010600,0.0000,0.007098
24,0.364,0.0000,0.011000,0.011000,0.0000,0.007366
25,0.380,0.0000,0.011400,0.011400,0.0000,0.007634
26,0.397,0.0000,0.011800,0.011800,0.0000,0.007902
27,0.413,0.0000,0.012200,0.012200,0.0000,0.008170
28,0.428,0.0000,0.012600,0.012600,0.0000,0.008438
29,0.445,0.0000,0.013000,0.013000,0.0000,0.008705
30,0.460,0.0000,0.013400,0.013400,0.0000,0.008973
31,0.477,0.0000,0.013800,0.013800,0.0000,0.009241
32,0.492,0.0000,0.014200,0.014200,0.0000,0.009509
33,0.509,0.0000,0.014600,0.014600,0.0000,0.009777
34,0.524,0.0000,0.015000,0.015000,0.0000,0.010045
35,0.540,0.0000,0.015400,0.015400,0.0000,0.010312
36,0.556,0.0000,0.015800,0.015800,0.0000,0.010580
37,0.573,0.0000,0.016200,0.016200,0.0000,0.010848
38,0.589,0.0000,0.016500,0.016500,0.0000,0.011049
39,0.604,0.0000,0.016900,0.016900,0.0000,0.011317
40,0.621,0.0000,0.017300,0.017300,0.0000,0.011585
41,0.636,0.0000,0.017700,0.017700,0.0000,0.011853
42,0.653,0.0000,0.018100,0.018100,0.0000,0.012121
43,0.668,0.0000,0.018500,0.018500,0.0000,0.012388
44,0.685,0.0000,0.018900,0.018900,0.0000,0.012656
45,0.701,0.0000,0.019300,0.019300,0.0000,0.012924
46,0.717,0.0000,0.019700,0.019700,0.0000,0.013192
47,0.733,0.0000,0.020100,0.020100,0.0000,0.013460
48,0.749,0.0000,0.020500,0.020500,0.0000,0.013728
49,0.764,0.0000,0.020900,0.020900,0.0000,0.013996
50,0.781,0.0000,0.021300,0.021300,0.0000,0.014263
51,0.797,0.0000,0.021700,0.021700,0.0000,0.014531
52,0.813,0.0000,0.022100,0.022100,0.0000,0.014799
53,0.829,0.0000,0.022500,0.022500,0.0000,0.015067
54,0.845,0.0000,0.022900,0.022900,0.0000,0.015335
55,0.861,0.0000,0.023300,0.023300,0.0000,0.015603
56,0.877,0.0000,0.023700,0.023700,0.0000,0.015871
57,0.893,0.0000,0.024000,0.024000,0.0000,0.016071
58,0.909,0.0000,0.024400,0.024400,0.0000,0.016339
59,0.924,0.0000,0.024800,0.024800,0.0000,0.016607
60,0.941,0.0000,0.025200,0.025200,0.0000,0.016875
61,0.957,0.0000,0.025600,0.025600,0.0000,0.017143
62,0.972,0.0000,0.026000,0.026000,0.0000,0.017411
63,0.989,0.0000,0.026400,0.026400,0.0000,0.017679
64,1.005,0.0000,0.026800,0.026800,0.0000,0.017946
65,1.021,0.0000,0.027200,0.027200,0.0000,0.018214
66,1.037,0.0000,0.027600,0.027600,0.0000,0.018482
67,1.053,0.0000,0.028000,0.028000,0.0000,0.018750
68,1.069,0.0000,0.028400,0.028400,0.0000,0.019018
69,1.085,0.0000,0.028800,0.028800,0.0000,0.019286
70,1.101,0.0000,0.029200,0.029200,0.0000,0.019554
71,1.117,0.0000,0.029600,0.029600,0.0000,0.019821
72,1.133,0.0000,0.030000,0.030000,0.0000,0.020089
73,1.149,0.0000,0.030400,0.030400,0.0000,0.020357
74,1.165,0.0000,0.030800,0.030800,0.0000,0.020625
75,1.182,0.0000,0.031200,0.031200,0.0000,0.020893
76,1.197,0.0000,0.031600,0.031600,0.0000,0.021161
77,1.213,0.0000,0.032000,0.032000,0.0000,0.021429
78,1.231,0.0000,0.032300,0.032300,0.0000,0.021629
79,1.246,0.0000,0.032800,0.032800,0.0000,0.021964
80,1.261,0.0000,0.033200,0.033200,0.0000,0.022232
81,1.277,0.0000,0.033600,0.033600,0.0000,0.022500
82,1.294,0.0000,0.034000,0.034000,0.0000,0.022768
83,1.309,0.0000,0.034400,0.034400,0.0000,0.023036
84,1.325,0.0000,0.034800,0.034800,0.0000,0.023304
85,1.341,0.0000,0.035200,0.035200,0.0000,0.023571
86,1.357,0.0000,0.035600,0.035600,0.0000,0.023839
87,1.374,0.0000,0.036000,0.036000,0.0000,0.024107
88,1.389,0.0000,0.036300,0.036300,0.0000,0.024308
89,1.406,0.0000,0.036700,0.036700,0.0000,0.024576
90,1.421,0.0000,0.037100,0.037100,0.0000,0.024844
91,1.438,0.0000,0.037500,0.037500,0.0000,0.025112
92,1.453,0.0000,0.037900,0.037900,0.0000,0.025379
93,1.469,0.0000,0.038300,0.038300,0.0000,0.025647
94,1.485,0.0000,0.038700,0.038700,0.0000,0.025915
95,1.502,0.0000,0.039100,0.039100,0.0000,0.026183
96,1.518,0.0000,0.039500,0.039500,0.0000,0.026451
97,1.533,0.0000,0.039900,0.039900,0.0000,0.026719
98,1.550,0.0000,0.040300,0.040300,0.0000,0.026987
99,1.565,0.0000,0.040700,0.040700,0.0000,0.027254
100,1.582,0.0000,0.041100,0.041100,0.0000,0.027522
101,1.598,0.0000,0.041500,0.041500,0.0000,0.027790
102,1.614,0.0000,0.041900,0.041900,0.0000,0.028058
103,1.631,0.0000,0.042300,0.042300,0.0000,0.028326
104,1.646,0.0000,0.042700,0.042700,0.0000,0.028594
105,1.661,0.0000,0.043100,0.043100,0.0000,0.028862
106,1.677,0.0000,0.043500,0.043500,0.0000,0.029129
107,1.694,0.0000,0.043900,0.043900,0.0000,0.029397
108,1.709,0.0000,0.044300,0.044300,0.0000,0.029665
109,1.726,0.0000,0.044700,0.044700,0.0000,0.029933
110,1.743,0.0000,0.045100,0.045100,0.0000,0.030201
111,1.757,0.0000,0.045400,0.045400,0.0000,0.030402
112,1.774,0.0000,0.045800,0.045800,0.0000,0.030670
113,1.790,0.0000,0.046200,0.046200,0.0000,0.030937
114,1.805,0.0000,0.046600,0.046600,0.0000,0.031205
115,1.822,0.0000,0.047000,0.047000,0.0000,0.031473
116,1.838,0.0000,0.047400,0.047400,0.0000,0.031741
117,1.854,0.0000,0.047800,0.047800,0.0000,0.032009
118,1.870,0.0000,0.048200,0.048200,0.0000,0.032277
119,1.886,0.0000,0.048600,0.048600,0.0000,0.032545
120,1.902,0.0000,0.049000,0.049000,0.0000,0.032812
121,1.918,0.0000,0.049400,0.049400,0.0000,0.033080
122,1.934,0.0000,0.049800,0.049800,0.0000,0.033348
123,1.950,0.0000,0.050200,0.050200,0.0000,0.033616
124,1.967,0.0000,0.050600,0.050600,0.0000,0.033884
125,1.982,0.0000,0.051000,0.051000,0.0000,0.034152
126,1.997,0.0000,0.051400,0.051400,0.0000,0.034420
127,2.014,0.0000,0.051800,0.051800,0.0000,0.034688
128,2.030,0.0000,0.052200,0.052200,0.0000,0.034955
129,2.046,0.0000,0.052600,0.052600,0.0000,0.035223
130,2.063,0.0000,0.053000,0.053000,0.0000,0.035491
131,2.080,0.0000,0.053400,0.053400,0.0000,0.035759
132,2.095,0.0000,0.053800,0.053800,0.0000,0.036027
133,2.110,0.0000,0.054200,0.054200,0.0000,0.036295
134,2.126,0.0000,0.054600,0.054600,0.0000,0.036563
135,2.142,0.0000,0.055000,0.055000,0.0000,0.036830
136,2.158,0.0000,0.055400,0.055400,0.0000,0.037098
137,2.175,0.0000,0.055800,0.055800,0.0000,0.037366
138,2.191,0.0000,0.056200,0.056200,0.0000,0.037634
139,2.206,0.0000,0.056600,0.056600,0.0000,0.037902
140,2.222,0.0000,0.057000,0.057000,0.0000,0.038170
141,2.238,0.0000,0.057400,0.057400,0.0000,0.038437
142,2.254,0.0000,0.057800,0.057800,0.0000,0.038705
143,2.270,0.0000,0.058100,0.058100,0.0000,0.038906
144,2.287,0.0000,0.058500,0.058500,0.0000,0.039174
145,2.303,0.0000,0.058900,0.058900,0.0000,0.039442
146,2.319,0.0000,0.059300,0.059300,0.0000,0.039710
147,2.335,0.0000,0.059700,0.059700,0.0000,0.039978
148,2.350,0.0000,0.060100,0.060100,0.0000,0.040246
149,2.367,0.0000,0.060500,0.060500,0.0000,0.040513
150,2.382,0.0000,0.060900,0.060900,0.0000,0.040781
151,2.400,0.0000,0.061300,0.061300,0.0000,0.041049
152,2.415,0.0000,0.061700,0.061700,0.0000,0.041317
153,2.430,0.0000,0.062100,0.062100,0.0000,0.041585
154,2.446,0.0000,0.062500,0.062500,0.0000,0.041853
155,2.463,0.0000,0.062900,0.062900,0.0000,0.042121
156,2.480,0.0000,0.063300,0.063300,0.0000,0.042388
157,2.494,0.0000,0.063700,0.063700,0.0000,0.042656
158,2.511,0.0000,0.064100,0.064100,0.0000,0.042924
159,2.527,0.0000,0.064500,0.064500,0.0000,0.043192
160,2.542,0.0000,0.064900,0.064900,0.0000,0.043460
161,2.559,0.0000,0.065300,0.065300,0.0000,0.043728
162,2.575,0.0000,0.065700,0.065700,0.0000,0.043996
163,2.590,0.0000,0.066100,0.066100,0.0000,0.044263
164,2.607,0.0000,0.066400,0.066400,0.0000,0.044464
165,2.622,0.0000,0.066800,0.066800,0.0000,0.044732
166,2.639,0.0000,0.067200,0.067200,0.0000,0.045000
167,2.655,0.0000,0.067600,0.067600,0.0000,0.045268
168,2.671,0.0000,0.068000,0.068000,0.0000,0.045536
169,2.687,0.0000,0.068400,0.068400,0.0000,0.045804
170,2.703,0.0000,0.068800,0.068800,0.0000,0.046071
171,2.719,0.0000,0.069200,0.069200,0.0000,0.046339
172,2.734,0.0000,0.069600,0.069600,0.0000,0.046607
173,2.751,0.0000,0.070000,0.070000,0.0000,0.046875
174,2.767,0.0000,0.070400,0.070400,0.0000,0.047143
175,2.783,0.0000,0.070800,0.070800,0.0000,0.047411
176,2.799,0.0000,0.071200,0.071200,0.0000,0.047679
177,2.815,0.0000,0.071600,0.071600,0.0000,0.047946
178,2.830,0.0000,0.072000,0.072000,0.0000,0.048214
179,2.847,0.0000,0.072400,0.072400,0.0000,0.048482
180,2.864,0.0000,0.072800,0.072800,0.0000,0.048750
181,2.880,0.0000,0.073200,0.073200,0.0000,0.049018
182,2.895,0.0000,0.073600,0.073600,0.0000,0.049286
183,2.912,0.0000,0.074000,0.074000,0.0000,0.049554
184,2.927,0.0000,0.074400,0.074400,0.0000,0.049821
185,2.942,0.0000,0.074700,0.074700,0.0000,0.050022
186,2.959,0.0000,0.075100,0.075100,0.0000,0.050290
187,2.975,0.0000,0.075500,0.075500,0.0000,0.050558
188,2.991,0.0000,0.076000,0.076000,0.0000,0.050893
189,3.007,0.0000,0.076400,0.076400,0.0000,0.051161
190,3.023,0.0000,0.076800,0.076800,0.0000,0.051429
191,3.039,0.0000,0.077200,0.077200,0.0000,0.051696
192,3.055,0.0000,0.077600,0.077600,0.0000,0.051964
193,3.071,0.0000,0.078000,0.078000,0.0000,0.052232
194,3.087,0.0000,0.078300,0.078300,0.0000,0.052433
195,3.102,0.0000,0.078700,0.078700,0.0000,0.052701
196,3.119,0.0000,0.079100,0.079100,0.0000,0.052969
197,3.135,0.0000,0.079500,0.079500,0.0000,0.053237
198,3.151,0.0000,0.079900,0.079900,0.0000,0.053504
199,3.168,0.0000,0.080300,0.080300,0.0000,0.053772
200,3.184,0.0000,0.080700,0.080700,0.0000,0.054040
201,3.200,0.0000,0.081100,0.081100,0.0000,0.054308
202,3.215,0.0000,0.081500,0.081500,0.0000,0.054576
203,3.231,0.0000,0.081900,0.081900,0.0000,0.054844
204,3.247,0.0000,0.082300,0.082300,0.0000,0.055112
205,3.264,0.0000,0.082700,0.082700,0.0000,0.055379
206,3.280,0.0000,0.083100,0.083100,0.0000,0.055647
207,3.296,0.0000,0.083500,0.083500,0.0000,0.055915
208,3.312,0.0000,0.083900,0.083900,0.0000,0.056183
209,3.327,0.0000,0.084300,0.084300,0.0000,0.056451
210,3.344,0.0000,0.084700,0.084700,0.0000,0.056719
211,3.360,0.0000,0.085100,0.085100,0.0000,0.056987
212,3.375,0.0000,0.085500,0.085500,0.0000,0.057254
213,3.391,0.0000,0.085900,0.085900,0.0000,0.057522
214,3.407,0.0000,0.086300,0.086300,0.0000,0.057790
215,3.426,0.0000,0.086600,0.086600,0.0000,0.057991
216,3.439,0.0000,0.087000,0.087000,0.0000,0.058259
217,3.456,0.0000,0.087400,0.087400,0.0000,0.058527
218,3.471,0.0000,0.087800,0.087800,0.0000,0.058795
219,3.488,0.0000,0.088200,0.088200,0.0000,0.059063
220,3.503,0.0000,0.088600,0.088600,0.0000,0.059330
221,3.519,0.0000,0.089000,0.089000,0.0000,0.059598
222,3.537,0.0000,0.089400,0.089400,0.0000,0.059866
223,3.551,0.0000,0.089800,0.089800,0.0000,0.060134
224,3.568,0.0000,0.090200,0.090200,0.0000,0.060402
225,3.584,0.0000,0.090600,0.090600,0.0000,0.060670
226,3.599,0.0000,0.091000,0.091000,0.0000,0.060937
227,3.615,0.0000,0.091400,0.091400,0.0000,0.061205
228,3.631,0.0000,0.091800,0.091800,0.0000,0.061473
229,3.648,0.0000,0.092200,0.092200,0.0000,0.061741
230,3.664,0.0000,0.092600,0.092600,0.0000,0.062009
231,3.680,0.0000,0.093000,0.093000,0.0000,0.062277
232,3.696,0.0000,0.093400,0.093400,0.0000,0.062545
233,3.712,0.0000,0.093800,0.093800,0.0000,0.062813
234,3.727,0.0000,0.094200,0.094200,0.0000,0.063080
235,3.744,0.0000,0.094600,0.094600,0.0000,0.063348
236,3.760,0.0000,0.095000,0.095000,0.0000,0.063616
237,3.775,0.0000,0.095400,0.095400,0.0000,0.063884
238,3.792,0.0000,0.095800,0.095800,0.0000,0.064152
239,3.807,0.0000,0.096200,0.096200,0.0000,0.064420
240,3.824,0.0000,0.096600,0.096600,0.0000,0.064688
241,3.840,0.0000,0.097000,0.097000,0.0000,0.064955
242,3.856,0.0000,0.097400,0.097400,0.0000,0.065223
243,3.872,0.0000,0.097800,0.097800,0.0000,0.065491
244,3.888,0.0000,0.098200,0.098200,0.0000,0.065759
245,3.904,0.0000,0.098600,0.098600,0.0000,0.066027
246,3.920,0.0000,0.099000,0.099000,0.0000,0.066295
247,3.936,0.0000,0.099400,0.099400,0.0000,0.066562
248,3.951,0.0000,0.099800,0.099800,0.0000,0.066830
249,3.968,0.0000,0.100100,0.100100,0.0000,0.067031
250,3.984,0.0000,0.100500,0.100500,0.0000,0.067299
251,4.000,0.0000,0.100900,0.100900,0.0000,0.067567
252,4.016,0.0000,0.101300,0.101300,0.0000,0.067835
253,4.032,0.0000,0.101700,0.101700,0.0000,0.068103
254,4.048,0.0000,0.102100,0.102100,0.0000,0.068371
255,4.064,0.0000,0.102500,0.102500,0.0000,0.068638
256,4.080,0.0000,0.102900,0.102900,0.0000,0.068906
257,4.098,0.0000,0.103300,0.103300,0.0000,0.069174
258,4.112,0.0000,0.103700,0.103700,0.0000,0.069442
259,4.128,0.0000,0.104100,0.104100,0.0000,0.069710
260,4.145,0.0000,0.104500,0.104500,0.0000,0.069978
261,4.161,0.0000,0.104900,0.104900,0.0000,0.070246
262,4.177,0.0000,0.105300,0.105300,0.0000,0.070513
263,4.193,0.0000,0.105700,0.105700,0.0000,0.070781
264,4.208,0.0000,0.106100,0.106100,0.0000,0.071049
265,4.224,0.0000,0.106500,0.106500,0.0000,0.071317
266,4.240,0.0000,0.106900,0.106900,0.0000,0.071585
267,4.256,0.0000,0.107300,0.107300,0.0000,0.071853
268,4.272,0.0000,0.107700,0.107700,0.0000,0.072121
269,4.288,0.0000,0.108000,0.108000,0.0000,0.072321
270,4.304,0.0000,0.108400,0.108400,0.0000,0.072589
271,4.321,0.0000,0.108800,0.108800,0.0000,0.072857
272,4.336,0.0000,0.109200,0.109200,0.0000,0.073125
273,4.352,0.0000,0.109600,0.109600,0.0000,0.073393
274,4.368,0.0000,0.110000,0.110000,0.0000,0.073661
275,4.384,0.0000,0.110400,0.110400,0.0000,0.073929
276,4.400,0.0000,0.110800,0.110800,0.0000,0.074196
277,4.417,0.0000,0.111200,0.111200,0.0000,0.074464
278,4.433,0.0000,0.111600,0.111600,0.0000,0.074732
279,4.449,0.0000,0.112000,0.112000,0.0000,0.075000
280,4.464,0.0000,0.112400,0.112400,0.0000,0.075268
281,4.480,0.0000,0.112800,0.112800,0.0000,0.075536
282,4.497,0.0000,0.113200,0.113200,0.0000,0.075804
283,4.513,0.0000,0.113600,0.113600,0.0000,0.076071
284,4.528,0.0000,0.114000,0.114000,0.0000,0.076339
285,4.546,0.0000,0.114400,0.114400,0.0000,0.076607
286,4.561,0.0000,0.114800,0.114800,0.0000,0.076875
287,4.577,0.0000,0.115200,0.115200,0.0000,0.077143
288,4.593,0.0000,0.115600,0.115600,0.0000,0.077411
289,4.608,0.0000,0.116000,0.116000,0.0000,0.077679
290,4.624,0.0000,0.116300,0.116300,0.0000,0.077879
291,4.641,0.0000,0.116700,0.116700,0.0000,0.078147
292,4.658,0.0000,0.117200,0.117200,0.0000,0.078482
293,4.673,0.0000,0.117600,0.117600,0.0000,0.078750
294,4.689,0.0000,0.118000,0.118000,0.0000,0.079018
295,4.705,0.0000,0.118400,0.118400,0.0000,0.079286
296,4.721,0.0000,0.118800,0.118800,0.0000,0.079554
297,4.737,0.0000,0.119200,0.119200,0.0000,0.079821
298,4.753,0.0000,0.119600,0.119600,0.0000,0.080089
299,4.769,0.0000,0.120000,0.120000,0.0000,0.080357
300,4.785,0.0000,0.120300,0.120300,0.0000,0.080558
301,4.801,0.0000,0.120700,0.120700,0.0000,0.080826
302,4.817,0.0000,0.121100,0.121100,0.0000,0.081094
303,4.834,0.0000,0.121500,0.121500,0.0000,0.081362
304,4.849,0.0000,0.121900,0.121900,0.0000,0.081629
305,4.866,0.0000,0.122300,0.122300,0.0000,0.081897
306,4.882,0.0000,0.122700,0.122700,0.0000,0.082165
307,4.897,0.0000,0.123100,0.123100,0.0000,0.082433
308,4.914,0.0000,0.123500,0.123500,0.0000,0.082701
309,4.929,0.0000,0.123900,0.123900,0.0000,0.082969
310,4.946,0.0000,0.124300,0.124300,0.0000,0.083237
311,4.961,0.0000,0.124700,0.124700,0.0000,0.083504
312,4.977,0.0000,0.125100,0.125100,0.0000,0.083772
313,4.994,0.0000,0.125500,0.125500,0.0000,0.084040
314,5.008,0.0000,0.125900,0.125900,0.0000,0.084308
315,5.025,0.0000,0.126300,0.126300,0.0000,0.084576
316,5.041,0.0000,0.126700,0.126700,0.0000,0.084844
317,5.057,0.0000,0.127100,0.127100,0.0000,0.085112
318,5.074,0.0000,0.127500,0.127500,0.0000,0.085379
319,5.090,0.0000,0.127900,0.127900,0.0000,0.085647
320,5.106,0.0000,0.128200,0.128200,0.0000,0.085848
321,5.121,0.0000,0.128600,0.128600,0.0000,0.086116
322,5.137,0.0000,0.129000,0.129000,0.0000,0.086384
323,5.154,0.0000,0.129400,0.129400,0.0000,0.086652
324,5.169,0.0000,0.129800,0.129800,0.0000,0.086920
325,5.185,0.0000,0.130200,0.130200,0.0000,0.087187
326,5.202,0.0000,0.130600,0.130600,0.0000,0.087455
327,5.218,0.0000,0.131000,0.131000,0.0000,0.087723
328,5.234,0.0000,0.131400,0.131400,0.0000,0.087991
329,5.250,0.0000,0.131800,0.131800,0.0000,0.088259
330,5.265,0.0000,0.132200,0.132200,0.0000,0.088527
331,5.282,0.0000,0.132700,0.132700,0.0000,0.088862
332,5.297,0.0000,0.133100,0.133100,0.0000,0.089129
333,5.314,0.0000,0.133500,0.133500,0.0000,0.089397
334,5.330,0.0000,0.133800,0.133800,0.0000,0.089598
335,5.347,0.0000,0.134200,0.134200,0.0000,0.089866
336,5.361,0.0000,0.134600,0.134600,0.0000,0.090134
337,5.378,0.0000,0.135000,0.135000,0.0000,0.090402
338,5.393,0.0000,0.135400,0.135400,0.0000,0.090670
339,5.409,0.0000,0.135800,0.135800,0.0000,0.090938
340,5.426,0.0000,0.136200,0.136200,0.0000,0.091205
341,5.442,0.0000,0.136600,0.136600,0.0000,0.091473
342,5.458,0.0000,0.137000,0.137000,0.0000,0.091741
343,5.474,0.0000,0.137400,0.137400,0.0000,0.092009
344,5.490,0.0000,0.137800,0.137800,0.0000,0.092277
345,5.506,0.0000,0.138200,0.138200,0.0000,0.092545
346,5.522,0.0000,0.138600,0.138600,0.0000,0.092813
347,5.537,0.0000,0.139000,0.139000,0.0000,0.093080
348,5.555,0.0000,0.139400,0.139400,0.0000,0.093348
349,5.569,0.0000,0.139800,0.139800,0.0000,0.093616
350,5.586,0.0000,0.140200,0.140200,0.0000,0.093884
351,5.602,0.0000,0.140600,0.140600,0.0000,0.094152
352,5.617,0.0000,0.141000,0.141000,0.0000,0.094420
353,5.633,0.0000,0.141400,0.141400,0.0000,0.094687
354,5.649,0.0000,0.141700,0.141700,0.0000,0.094888
355,5.666,0.0000,0.142100,0.142100,0.0000,0.095156
356,5.682,0.0000,0.142500,0.142500,0.0000,0.095424
357,5.698,0.0000,0.142900,0.142900,0.0000,0.095692
358,5.714,0.0000,0.143300,0.143300,0.0000,0.095960
359,5.730,0.0000,0.143700,0.143700,0.0000,0.096228
360,5.747,0.0000,0.144100,0.144100,0.0000,0.096496
361,5.762,0.0000,0.144500,0.144500,0.0000,0.096763
362,5.779,0.0000,0.144900,0.144900,0.0000,0.097031
363,5.794,0.0000,0.145300,0.145300,0.0000,0.097299
364,5.810,0.0000,0.145700,0.145700,0.0000,0.097567
365,5.826,0.0000,0.146100,0.146100,0.0000,0.097835
366,5.842,0.0000,0.146500,0.146500,0.0000,0.098103
367,5.858,0.0000,0.146900,0.146900,0.0000,0.098371
368,5.875,0.0000,0.147300,0.147300,0.0000,0.098638
369,5.890,0.0000,0.147700,0.147700,0.0000,0.098906
370,5.907,0.0000,0.148100,0.148100,0.0000,0.099174
371,5.922,0.0000,0.148500,0.148500,0.0000,0.099442
372,5.938,0.0000,0.148900,0.148900,0.0000,0.099710
373,5.954,0.0000,0.149300,0.149300,0.0000,0.099978
374,5.970,0.0000,0.149600,0.149600,0.0000,0.100179
375,5.987,0.0000,0.150000,0.150000,0.0000,0.100446
376,6.003,0.0000,0.150400,0.150400,0.0000,0.100714
377,6.018,0.0000,0.150800,0.150800,0.0000,0.100982
378,6.034,0.0000,0.151200,0.151200,0.0000,0.101250
379,6.050,0.0000,0.151600,0.151600,0.0000,0.101518
380,6.066,0.0000,0.152000,0.152000,0.0000,0.101786
381,6.082,0.0000,0.152600,0.152600,0.0000,0.102188
382,6.099,0.0000,0.153000,0.153000,0.0000,0.102455
383,6.115,0.0000,0.153400,0.153400,0.0000,0.102723
384,6.131,0.0000,0.153800,0.153800,0.0000,0.102991
385,6.146,0.0000,0.154200,0.154200,0.0000,0.103259
386,6.163,0.0000,0.154600,0.154600,0.0000,0.103527
387,6.178,0.0000,0.155000,0.155000,0.0000,0.103795
388,6.194,0.0000,0.155400,0.155400,0.0000,0.104062
389,6.210,0.0000,0.155800,0.155800,0.0000,0.104330
390,6.227,0.0000,0.156200,0.156200,0.0000,0.104598
391,6.243,0.0000,0.156600,0.156600,0.0000,0.104866
392,6.259,0.0000,0.157000,0.157000,0.0000,0.105134
393,6.275,0.0000,0.157400,0.157400,0.0000,0.105402
394,6.291,0.0000,0.157800,0.157800,0.0000,0.105670
395,6.306,0.0000,0.158100,0.158100,0.0000,0.105871
396,6.322,0.0000,0.158500,0.158500,0.0000,0.106138
397,6.339,0.0000,0.159000,0.159000,0.0000,0.106473
398,6.355,0.0000,0.159400,0.159400,0.0000,0.106741
399,6.370,0.0000,0.159800,0.159800,0.0000,0.107009
400,6.386,0.0000,0.160200,0.160200,0.0000,0.107277
401,6.403,0.0000,0.160600,0.160600,0.0000,0.107545
402,6.418,0.0000,0.161000,0.161000,0.0000,0.107812
403,6.435,0.0000,0.161400,0.161400,0.0000,0.108080
404,6.451,0.0000,0.161700,0.161700,0.0000,0.108281
405,6.467,0.0000,0.162100,0.162100,0.0000,0.108549
406,6.482,0.0000,0.162500,0.162500,0.0000,0.108817
407,6.500,0.0000,0.162900,0.162900,0.0000,0.109085
408,6.514,0.0000,0.163300,0.163300,0.0000,0.109353
409,6.530,0.0000,0.163700,0.163700,0.0000,0.109621
410,6.547,0.0000,0.164100,0.164100,0.0000,0.109888
411,6.563,0.0000,0.164500,0.164500,0.0000,0.110156
412,6.579,0.0000,0.164900,0.164900,0.0000,0.110424
413,6.595,0.0000,0.165300,0.165300,0.0000,0.110692
414,6.611,0.0000,0.165700,0.165700,0.0000,0.110960
415,6.627,0.0000,0.166100,0.166100,0.0000,0.111228
416,6.643,0.0000,0.166500,0.166500,0.0000,0.111496
417,6.659,0.0000,0.166900,0.166900,0.0000,0.111763
418,6.676,0.0000,0.167300,0.167300,0.0000,0.112031
419,6.691,0.0000,0.167700,0.167700,0.0000,0.112299
420,6.707,0.0000,0.168100,0.168100,0.0000,0.112567
421,6.723,0.0000,0.168500,0.168500,0.0000,0.112835
422,6.739,0.0000,0.168900,0.168900,0.0000,0.113103
423,6.755,0.0000,0.169300,0.169300,0.0000,0.113371
424,6.771,0.0000,0.169700,0.169700,0.0000,0.113638
425,6.788,0.0000,0.170000,0.170000,0.0000,0.113839
426,6.803,0.0000,0.170400,0.170400,0.0000,0.114107
427,6.819,0.0000,0.170800,0.170800,0.0000,0.114375
428,6.835,0.0000,0.171200,0.171200,0.0000,0.114643
429,6.851,0.0000,0.171600,0.171600,0.0000,0.114911
430,6.868,0.0000,0.172000,0.172000,0.0000,0.115179
431,6.883,0.0000,0.172400,0.172400,0.0000,0.115446
432,6.900,0.0000,0.172800,0.172800,0.0000,0.115714
433,6.915,0.0000,0.173200,0.173200,0.0000,0.115982
434,6.931,0.0000,0.173600,0.173600,0.0000,0.116250
435,6.948,0.0000,0.174000,0.174000,0.0000,0.116518
436,6.964,0.0000,0.174500,0.174500,0.0000,0.116853
437,6.980,0.0000,0.174900,0.174900,0.0000,0.117121
438,6.996,0.0000,0.175300,0.175300,0.0000,0.117388
439,7.013,0.0000,0.175600,0.175600,0.0000,0.117589
440,7.027,0.0000,0.176000,0.176000,0.0000,0.117857
441,7.043,0.0000,0.176400,0.176400,0.0000,0.118125
442,7.060,0.0000,0.176800,0.176800,0.0000,0.118393
443,7.076,0.0000,0.177200,0.177200,0.0000,0.118661
444,7.092,0.0000,0.177600,0.177600,0.0000,0.118929
445,7.108,0.0000,0.178000,0.178000,0.0000,0.119196
446,7.124,0.0000,0.178400,0.178400,0.0000,0.119464
447,7.140,0.0000,0.178800,0.178800,0.0000,0.119732
448,7.155,0.0000,0.179200,0.179200,0.0000,0.120000
449,7.171,0.0000,0.179600,0.179600,0.0000,0.120268
